7,42,ok/hlause00001.txt
6,38,ok/hlause00004.txt
12,58,ok/hlause00021.txt
4,28,ok/hlause00022.txt
4,29,ok/hlause00023.txt
5,25,ok/hlause00025.txt
5,27,ok/hlause00026.txt
5,33,ok/hlause00029.txt
4,24,ok/hlause00032.txt
10,63,ok/hlause00035.txt
7,35,ok/hlause00037.txt
9,66,ok/hlause00048.txt
4,18,ok/hlause00054.txt
5,30,ok/hlause00058.txt
5,46,ok/hlause00060.txt
9,47,ok/hlause00063.txt
5,25,ok/hlause00064.txt
9,53,ok/hlause00073.txt
6,29,ok/hlause00081.txt
11,78,ok/hlause00084.txt
6,46,ok/hlause00085.txt
7,39,ok/hlause00088.txt
5,30,ok/hlause00091.txt
6,41,ok/hlause00092.txt
3,19,ok/hlause00098.txt
5,31,ok/hlause00099.txt
5,30,ok/hlause00100.txt
4,26,ok/hlause00110.txt
9,54,ok/hlause00112.txt
3,18,ok/hlause00114.txt
7,41,ok/hlause00116.txt
16,90,ok/hlause00117.txt
8,41,ok/hlause00123.txt
14,87,ok/hlause00124.txt
13,75,ok/hlause00125.txt
16,90,ok/hlause00126.txt
7,49,ok/hlause00132.txt
5,27,ok/hlause00136.txt
6,39,ok/hlause00142.txt
10,60,ok/hlause00146.txt
8,51,ok/hlause00149.txt
3,16,ok/hlause00163.txt
10,57,ok/hlause00168.txt
7,49,ok/hlause00180.txt
3,15,ok/hlause00183.txt
10,55,ok/hlause00188.txt
6,24,ok/hlause00189.txt
7,37,ok/hlause00190.txt
7,46,ok/hlause00194.txt
4,18,ok/hlause00198.txt
7,37,ok/hlause00199.txt
9,51,ok/hlause00200.txt
5,23,ok/hlause00208.txt
4,15,ok/hlause00209.txt
5,28,ok/hlause00211.txt
5,29,ok/hlause00217.txt
6,33,ok/hlause00221.txt
6,31,ok/hlause00222.txt
5,29,ok/hlause00229.txt
4,18,ok/hlause00231.txt
6,35,ok/hlause00232.txt
11,54,ok/hlause00235.txt
3,17,ok/hlause00237.txt
5,21,ok/hlause00241.txt
3,19,ok/hlause00242.txt
6,33,ok/hlause00244.txt
7,38,ok/hlause00246.txt
23,131,ok/hlause00247.txt
2,12,ok/hlause00248.txt
3,23,ok/hlause00253.txt
7,35,ok/hlause00256.txt
7,45,ok/hlause00261.txt
4,22,ok/hlause00263.txt
5,30,ok/hlause00272.txt
6,46,ok/hlause00274.txt
2,16,ok/hlause00278.txt
8,37,ok/hlause00280.txt
3,18,ok/hlause00282.txt
5,36,ok/hlause00283.txt
12,68,ok/hlause00284.txt
3,20,ok/hlause00286.txt
9,56,ok/hlause00288.txt
22,146,ok/hlause00290.txt
5,27,ok/hlause00293.txt
11,60,ok/hlause00294.txt
11,57,ok/hlause00314.txt
3,21,ok/hlause00318.txt
4,15,ok/hlause00320.txt
6,40,ok/hlause00326.txt
5,30,ok/hlause00331.txt
2,13,ok/hlause00333.txt
9,49,ok/hlause00340.txt
12,63,ok/hlause00344.txt
11,64,ok/hlause00349.txt
11,62,ok/hlause00355.txt
8,41,ok/hlause00358.txt
10,66,ok/hlause00363.txt
3,13,ok/hlause00366.txt
6,31,ok/hlause00367.txt
8,65,ok/hlause00375.txt
14,90,ok/hlause00376.txt
17,96,ok/hlause00379.txt
4,21,ok/hlause00383.txt
3,22,ok/hlause00384.txt
6,38,ok/hlause00386.txt
8,44,ok/hlause00388.txt
7,44,ok/hlause00389.txt
2,12,ok/hlause00394.txt
2,10,ok/hlause00397.txt
7,49,ok/hlause00400.txt
7,42,ok/hlause00403.txt
2,7,ok/hlause00404.txt
5,26,ok/hlause00405.txt
5,28,ok/hlause00407.txt
2,11,ok/hlause00409.txt
13,64,ok/hlause00419.txt
16,92,ok/hlause00423.txt
6,32,ok/hlause00425.txt
5,27,ok/hlause00426.txt
7,44,ok/hlause00433.txt
4,24,ok/hlause00437.txt
5,27,ok/hlause00442.txt
3,13,ok/hlause00451.txt
4,19,ok/hlause00452.txt
3,11,ok/hlause00455.txt
4,24,ok/hlause00457.txt
20,110,ok/hlause00461.txt
5,28,ok/hlause00463.txt
10,60,ok/hlause00471.txt
9,48,ok/hlause00472.txt
5,27,ok/hlause00474.txt
9,51,ok/hlause00486.txt
6,34,ok/hlause00490.txt
18,107,ok/hlause00492.txt
3,17,ok/hlause00499.txt
3,18,ok/hlause00504.txt
6,38,ok/hlause00505.txt
3,12,ok/hlause00506.txt
6,35,ok/hlause00509.txt
16,87,ok/hlause00510.txt
7,36,ok/hlause00513.txt
13,66,ok/hlause00514.txt
3,12,ok/hlause00518.txt
6,29,ok/hlause00519.txt
16,79,ok/hlause00529.txt
2,13,ok/hlause00530.txt
2,16,ok/hlause00531.txt
3,16,ok/hlause00532.txt
3,21,ok/hlause00533.txt
8,63,ok/hlause00534.txt
4,24,ok/hlause00542.txt
6,32,ok/hlause00543.txt
3,23,ok/hlause00544.txt
3,15,ok/hlause00545.txt
3,19,ok/hlause00547.txt
7,35,ok/hlause00552.txt
3,13,ok/hlause00556.txt
5,31,ok/hlause00557.txt
3,19,ok/hlause00564.txt
6,35,ok/hlause00570.txt
5,36,ok/hlause00572.txt
4,29,ok/hlause00573.txt
4,17,ok/hlause00575.txt
3,20,ok/hlause00576.txt
6,38,ok/hlause00578.txt
6,28,ok/hlause00580.txt
18,113,ok/hlause00583.txt
5,30,ok/hlause00589.txt
5,29,ok/hlause00590.txt
3,18,ok/hlause00602.txt
3,14,ok/hlause00603.txt
5,32,ok/hlause00604.txt
9,50,ok/hlause00609.txt
3,26,ok/hlause00610.txt
16,83,ok/hlause00613.txt
15,78,ok/hlause00615.txt
4,14,ok/hlause00622.txt
3,19,ok/hlause00627.txt
7,37,ok/hlause00633.txt
5,28,ok/hlause00634.txt
8,45,ok/hlause00635.txt
4,28,ok/hlause00638.txt
15,91,ok/hlause00645.txt
6,32,ok/hlause00646.txt
16,90,ok/hlause00648.txt
4,33,ok/hlause00650.txt
3,21,ok/hlause00655.txt
13,84,ok/hlause00656.txt
9,47,ok/hlause00659.txt
6,27,ok/hlause00665.txt
2,14,ok/hlause00668.txt
12,61,ok/hlause00673.txt
2,13,ok/hlause00674.txt
6,34,ok/hlause00678.txt
3,15,ok/hlause00681.txt
4,20,ok/hlause00683.txt
2,13,ok/hlause00705.txt
6,32,ok/hlause00708.txt
4,17,ok/hlause00709.txt
4,18,ok/hlause00721.txt
2,11,ok/hlause00726.txt
3,21,ok/hlause00731.txt
30,177,ok/hlause00734.txt
1,11,ok/hlause00735.txt
6,36,ok/hlause00738.txt
5,27,ok/hlause00746.txt
4,22,ok/hlause00748.txt
3,13,ok/hlause00750.txt
2,11,ok/hlause00752.txt
5,22,ok/hlause00756.txt
3,15,ok/hlause00763.txt
4,19,ok/hlause00765.txt
10,60,ok/hlause00766.txt
8,46,ok/hlause00768.txt
5,34,ok/hlause00771.txt
10,54,ok/hlause00773.txt
3,35,ok/hlause00774.txt
11,73,ok/hlause00776.txt
5,31,ok/hlause00780.txt
4,22,ok/hlause00781.txt
5,27,ok/hlause00785.txt
7,38,ok/hlause00786.txt
9,55,ok/hlause00788.txt
2,14,ok/hlause00793.txt
3,15,ok/hlause00794.txt
3,10,ok/hlause00795.txt
3,14,ok/hlause00796.txt
3,21,ok/hlause00798.txt
6,41,ok/hlause00800.txt
3,22,ok/hlause00911.txt
8,34,ok/hlause00912.txt
9,47,ok/hlause00928.txt
4,19,ok/hlause00934.txt
4,24,ok/hlause00940.txt
2,9,ok/hlause00941.txt
5,21,ok/hlause00942.txt
3,20,ok/hlause00945.txt
5,31,ok/hlause00947.txt
2,13,ok/hlause00957.txt
9,45,ok/hlause00958.txt
15,84,ok/hlause00965.txt
4,22,ok/hlause00967.txt
7,44,ok/hlause00969.txt
4,24,ok/hlause00971.txt
5,32,ok/hlause00974.txt
6,38,ok/hlause00976.txt
2,11,ok/hlause00977.txt
3,12,ok/hlause00980.txt
6,36,ok/hlause00981.txt
3,17,ok/hlause00983.txt
9,68,ok/hlause00995.txt
2,11,ok/hlause00997.txt
9,54,ok/hlause00999.txt
4,26,ok/hlause01001.txt
6,33,ok/hlause01003.txt
4,24,ok/hlause01004.txt
3,24,ok/hlause01005.txt
25,140,ok/hlause01006.txt
11,52,ok/hlause01010.txt
7,44,ok/hlause01014.txt
5,23,ok/hlause01016.txt
2,11,ok/hlause01020.txt
5,26,ok/hlause01027.txt
4,18,ok/hlause01034.txt
4,18,ok/hlause01035.txt
8,55,ok/hlause01036.txt
5,24,ok/hlause01039.txt
25,142,ok/hlause01040.txt
4,30,ok/hlause01045.txt
6,32,ok/hlause01055.txt
7,36,ok/hlause01056.txt
14,75,ok/hlause01058.txt
2,16,ok/hlause01064.txt
11,69,ok/hlause01065.txt
4,27,ok/hlause01067.txt
3,16,ok/hlause01070.txt
4,27,ok/hlause01073.txt
4,19,ok/hlause01074.txt
3,13,ok/hlause01076.txt
2,17,ok/hlause01077.txt
3,18,ok/hlause01082.txt
12,66,ok/hlause01083.txt
8,48,ok/hlause01084.txt
2,11,ok/hlause01085.txt
3,14,ok/hlause01086.txt
6,34,ok/hlause01092.txt
2,11,ok/hlause01094.txt
4,18,ok/hlause01097.txt
3,15,ok/hlause01101.txt
9,44,ok/hlause01103.txt
4,26,ok/hlause01106.txt
7,59,ok/hlause01108.txt
7,38,ok/hlause01110.txt
7,44,ok/hlause01117.txt
7,40,ok/hlause01120.txt
12,60,ok/hlause01122.txt
7,38,ok/hlause01124.txt
11,59,ok/hlause01132.txt
10,57,ok/hlause01134.txt
9,53,ok/hlause01143.txt
7,50,ok/hlause01146.txt
7,35,ok/hlause01153.txt
11,55,ok/hlause01154.txt
4,15,ok/hlause01158.txt
3,13,ok/hlause01161.txt
6,24,ok/hlause01163.txt
3,12,ok/hlause01175.txt
4,27,ok/hlause01177.txt
9,52,ok/hlause01180.txt
5,24,ok/hlause01181.txt
3,12,ok/hlause01182.txt
12,74,ok/hlause01183.txt
7,31,ok/hlause01186.txt
3,19,ok/hlause01188.txt
19,116,ok/hlause01189.txt
2,11,ok/hlause01190.txt
3,16,ok/hlause01193.txt
6,28,ok/hlause01195.txt
3,22,ok/hlause01196.txt
4,27,ok/hlause01208.txt
9,46,ok/hlause01211.txt
3,16,ok/hlause01214.txt
2,17,ok/hlause01215.txt
6,32,ok/hlause01219.txt
8,56,ok/hlause01224.txt
4,17,ok/hlause01225.txt
3,22,ok/hlause01227.txt
16,91,ok/hlause01232.txt
4,33,ok/hlause01234.txt
5,30,ok/hlause01236.txt
9,57,ok/hlause01237.txt
9,63,ok/hlause01239.txt
3,20,ok/hlause01240.txt
11,65,ok/hlause01241.txt
5,34,ok/hlause01247.txt
19,155,ok/hlause01249.txt
9,38,ok/hlause01254.txt
2,14,ok/hlause01255.txt
5,30,ok/hlause01259.txt
15,108,ok/hlause01271.txt
7,42,ok/hlause01279.txt
6,40,ok/hlause01282.txt
4,20,ok/hlause01283.txt
4,28,ok/hlause01294.txt
2,11,ok/hlause01296.txt
6,35,ok/hlause01298.txt
17,99,ok/hlause01304.txt
4,22,ok/hlause01306.txt
24,145,ok/hlause01308.txt
8,43,ok/hlause01312.txt
4,20,ok/hlause01315.txt
6,31,ok/hlause01316.txt
6,27,ok/hlause01319.txt
6,31,ok/hlause01329.txt
8,37,ok/hlause01332.txt
3,16,ok/hlause01333.txt
10,63,ok/hlause01338.txt
5,24,ok/hlause01348.txt
9,47,ok/hlause01349.txt
5,27,ok/hlause01350.txt
4,23,ok/hlause01355.txt
4,22,ok/hlause01367.txt
5,24,ok/hlause01368.txt
3,19,ok/hlause01369.txt
3,12,ok/hlause01372.txt
4,20,ok/hlause01376.txt
7,49,ok/hlause01380.txt
3,21,ok/hlause01384.txt
13,69,ok/hlause01398.txt
2,13,ok/hlause01399.txt
5,28,ok/hlause01402.txt
4,16,ok/hlause01405.txt
2,16,ok/hlause01407.txt
4,18,ok/hlause01408.txt
5,26,ok/hlause01410.txt
7,40,ok/hlause01412.txt
5,29,ok/hlause01414.txt
3,23,ok/hlause01416.txt
6,35,ok/hlause01417.txt
7,45,ok/hlause01423.txt
16,128,ok/hlause01433.txt
9,59,ok/hlause01435.txt
5,29,ok/hlause01436.txt
4,24,ok/hlause01439.txt
2,15,ok/hlause01466.txt
4,31,ok/hlause01470.txt
4,26,ok/hlause01471.txt
2,19,ok/hlause01478.txt
5,30,ok/hlause01480.txt
6,31,ok/hlause01488.txt
3,17,ok/hlause01491.txt
2,10,ok/hlause01497.txt
8,50,ok/hlause01498.txt
9,52,ok/hlause01501.txt
4,21,ok/hlause01509.txt
3,16,ok/hlause01510.txt
5,24,ok/hlause01513.txt
5,25,ok/hlause01518.txt
7,38,ok/hlause01519.txt
5,29,ok/hlause01522.txt
12,70,ok/hlause01529.txt
6,29,ok/hlause01530.txt
5,38,ok/hlause01532.txt
7,40,ok/hlause01540.txt
5,26,ok/hlause01546.txt
2,12,ok/hlause01549.txt
7,39,ok/hlause01551.txt
2,14,ok/hlause01555.txt
3,19,ok/hlause01556.txt
7,43,ok/hlause01570.txt
3,15,ok/hlause01575.txt
3,21,ok/hlause01580.txt
12,69,ok/hlause01586.txt
6,44,ok/hlause01594.txt
6,30,ok/hlause01595.txt
3,20,ok/hlause01599.txt
6,30,ok/hlause01604.txt
6,29,ok/hlause01611.txt
5,25,ok/hlause01613.txt
4,24,ok/hlause01616.txt
5,31,ok/hlause01619.txt
13,78,ok/hlause01621.txt
4,21,ok/hlause01623.txt
3,17,ok/hlause01627.txt
4,24,ok/hlause01632.txt
5,22,ok/hlause01633.txt
10,52,ok/hlause01637.txt
5,29,ok/hlause01651.txt
1,4,ok/hlause01652.txt
3,15,ok/hlause01653.txt
4,27,ok/hlause01654.txt
6,35,ok/hlause01657.txt
3,16,ok/hlause01659.txt
12,73,ok/hlause01663.txt
3,17,ok/hlause01666.txt
3,19,ok/hlause01667.txt
2,15,ok/hlause01668.txt
7,35,ok/hlause01672.txt
5,28,ok/hlause01674.txt
5,22,ok/hlause01675.txt
7,49,ok/hlause01678.txt
4,17,ok/hlause01681.txt
4,30,ok/hlause01686.txt
4,19,ok/hlause01692.txt
8,45,ok/hlause01694.txt
19,92,ok/hlause01700.txt
2,12,ok/hlause01702.txt
5,22,ok/hlause01711.txt
5,27,ok/hlause01712.txt
7,44,ok/hlause01717.txt
11,57,ok/hlause01728.txt
12,68,ok/hlause01729.txt
7,41,ok/hlause01731.txt
10,53,ok/hlause01736.txt
4,18,ok/hlause01740.txt
8,44,ok/hlause01743.txt
5,28,ok/hlause01753.txt
7,39,ok/hlause01757.txt
8,43,ok/hlause01758.txt
3,13,ok/hlause01762.txt
4,30,ok/hlause01767.txt
5,28,ok/hlause01770.txt
3,18,ok/hlause01771.txt
3,16,ok/hlause01772.txt
7,35,ok/hlause01776.txt
6,36,ok/hlause01777.txt
2,11,ok/hlause01780.txt
7,34,ok/hlause01789.txt
4,22,ok/hlause01805.txt
1,12,ok/hlause01810.txt
4,15,ok/hlause01813.txt
8,47,ok/hlause01814.txt
3,20,ok/hlause01816.txt
1,4,ok/hlause01817.txt
9,52,ok/hlause01823.txt
9,65,ok/hlause01828.txt
6,32,ok/hlause01829.txt
9,60,ok/hlause01832.txt
2,16,ok/hlause01833.txt
10,59,ok/hlause01834.txt
5,32,ok/hlause01835.txt
7,32,ok/hlause01844.txt
26,144,ok/hlause01846.txt
5,27,ok/hlause01847.txt
4,18,ok/hlause01848.txt
8,50,ok/hlause01863.txt
7,35,ok/hlause01864.txt
12,65,ok/hlause01865.txt
5,33,ok/hlause01877.txt
6,33,ok/hlause01879.txt
10,68,ok/hlause01881.txt
3,12,ok/hlause01882.txt
4,21,ok/hlause01884.txt
3,21,ok/hlause01888.txt
9,45,ok/hlause01895.txt
10,49,ok/hlause01897.txt
7,48,ok/hlause01899.txt
19,117,ok/hlause01906.txt
5,28,ok/hlause01908.txt
5,30,ok/hlause01913.txt
4,15,ok/hlause01922.txt
6,31,ok/hlause01927.txt
6,26,ok/hlause01928.txt
6,25,ok/hlause01930.txt
7,46,ok/hlause01933.txt
7,37,ok/lauseL0001.txt
8,44,ok/lauseL0002.txt
9,52,ok/lauseL0003.txt
2,11,ok/lauseL0004.txt
11,69,ok/lauseL0005.txt
2,14,ok/lauseL0006.txt
3,14,ok/lauseL0007.txt
3,13,ok/lauseM0001.txt
8,43,ok/lauseM0002.txt
2,14,ok/lauseM0003.txt
4,23,ok/lauseM0004.txt
8,42,ok/lauseM0005.txt
2,11,ok/lauseM0006.txt
2,20,ok/lauseM0007.txt
22,137,ok/lauseM0008.txt
3,16,ok/lauseM0009.txt
7,42,ok/lauseM0010.txt
4,28,ok/lauseM0011.txt
13,87,ok/lauseM0012.txt
7,33,ok/lauseM0013.txt
4,29,ok/lauseM0014.txt
6,40,ok/lauseM0015.txt
5,29,ok/lauseM0016.txt
26,147,ok/lauseM0017.txt
8,37,ok/lauseM0018.txt
15,108,ok/lauseM0019.txt
5,38,ok/lauseM0020.txt
4,28,ok/lauseM0021.txt
4,25,ok/lauseM0022.txt
6,35,ok/lauseM0023.txt
2,16,ok/lauseM0024.txt
4,21,ok/lauseM0025.txt
5,37,ok/lauseM0026.txt
9,69,ok/lauseM0027.txt
5,36,ok/lauseM0028.txt
8,56,ok/lauseM0029.txt
2,15,ok/lauseM0030.txt
5,28,ok/lauseM0031.txt
11,87,ok/lauseM0032.txt
3,14,ok/lauseM0033.txt
11,71,ok/lauseM0034.txt
7,49,ok/lauseM0035.txt
21,136,ok/lauseM0036.txt
12,73,ok/lauseM0037.txt
2,18,ok/lauseM0038.txt
8,50,ok/lauseM0039.txt
11,65,ok/lauseM0040.txt
9,48,ok/lauseM0041.txt
27,155,ok/lauseM0042.txt
7,31,ok/lauseM0043.txt
6,30,ok/lauseM0044.txt
7,43,ok/lauseM0045.txt
24,151,ok/lauseM0046.txt
3,25,ok/lauseM0047.txt
7,33,ok/lauseM0048.txt
5,24,ok/lauseM0049.txt
7,30,ok/lauseM0050.txt
5,31,ok/lauseM0051.txt
1,6,ok/lauseM0052.txt
3,18,ok/lauseM0053.txt
8,40,ok/lauseM0054.txt
3,15,ok/lauseM0055.txt
5,28,ok/lauseM0056.txt
16,92,ok/lauseM0057.txt
11,88,ok/lauseM0058.txt
6,42,ok/lauseM0059.txt
15,71,ok/lauseM0060.txt
4,29,ok/lauseM0061.txt
3,15,ok/lauseM0062.txt
2,12,ok/lauseM0063.txt
16,97,ok/lauseM0064.txt
4,22,ok/lauseM0065.txt
9,52,ok/lauseM0066.txt
4,27,ok/lauseM0067.txt
6,44,ok/lauseM0068.txt
6,37,ok/lauseM0069.txt
6,45,ok/lauseM0070.txt
7,39,ok/lauseM0071.txt
12,68,ok/lauseM0072.txt
2,13,ok/lauseM0073.txt
2,14,ok/lauseM0074.txt
2,23,ok/lauseM0075.txt
1,9,ok/lauseM0076.txt
5,37,ok/lauseM0077.txt
3,21,ok/lauseM0078.txt
4,19,ok/lauseM0079.txt
11,75,ok/lauseM0080.txt
8,41,ok/lauseM0081.txt
12,77,ok/lauseM0082.txt
8,37,ok/lauseM0083.txt
3,21,ok/lauseM0084.txt
6,39,ok/lauseM0085.txt
6,32,ok/lauseM0086.txt
9,54,ok/lauseM0087.txt
5,40,ok/lauseM0088.txt
2,11,ok/lauseM0089.txt
1,7,ok/lauseM0090.txt
11,68,ok/lauseM0091.txt
4,29,ok/lauseM0092.txt
4,20,ok/lauseM0093.txt
3,16,ok/lauseM0094.txt
13,74,ok/lauseM0095.txt
2,12,ok/lauseM0096.txt
1,10,ok/lauseM0097.txt
4,21,ok/lauseM0098.txt
4,25,ok/lauseM0099.txt
6,35,ok/lauseM0100.txt
6,28,ok/lauseM0101.txt
4,29,ok/lauseM0102.txt
4,27,ok/lauseM0103.txt
11,63,ok/lauseM0104.txt
11,68,ok/lauseM0105.txt
4,29,ok/lauseM0106.txt
4,18,ok/lauseM0107.txt
12,91,ok/lauseM0108.txt
12,63,ok/lauseM0109.txt
3,18,ok/lauseM0110.txt
5,40,ok/lauseM0111.txt
16,105,ok/lauseM0112.txt
7,41,ok/lauseM0113.txt
7,47,ok/lauseM0114.txt
11,75,ok/lauseM0115.txt
20,131,ok/lauseM0116.txt
1,5,ok/lauseM0117.txt
19,117,ok/lauseM0118.txt
1,9,ok/lauseM0119.txt
5,22,ok/lauseM0120.txt
6,32,ok/lauseM0121.txt
7,43,ok/lauseM0122.txt
6,35,ok/lauseM0123.txt
3,17,ok/lauseM0124.txt
9,41,ok/lauseM0125.txt
2,13,ok/lauseM0126.txt
11,76,ok/lauseM0127.txt
6,41,ok/lauseM0128.txt
2,19,ok/lauseM0129.txt
8,41,ok/lauseM0130.txt
3,20,ok/lauseM0131.txt
2,13,ok/lauseM0132.txt
25,146,ok/lauseM0133.txt
22,149,ok/lauseM0134.txt
5,31,ok/lauseM0135.txt
4,20,ok/lauseM0136.txt
6,40,ok/lauseM0137.txt
5,33,ok/lauseM0138.txt
1,15,ok/lauseM0139.txt
5,43,ok/lauseM0140.txt
4,27,ok/lauseM0141.txt
10,54,ok/lauseM0142.txt
8,50,ok/lauseM0143.txt
4,26,ok/lauseM0144.txt
9,66,ok/lauseM0145.txt
6,34,ok/lauseM0146.txt
4,26,ok/lauseM0147.txt
6,38,ok/lauseM0148.txt
3,18,ok/lauseM0149.txt
10,67,ok/lauseM0150.txt
9,53,ok/lauseM0151.txt
7,53,ok/lauseM0152.txt
5,31,ok/lauseM0153.txt
25,142,ok/lauseM0154.txt
6,36,ok/lauseM0155.txt
11,60,ok/lauseM0156.txt
7,41,ok/lauseM0157.txt
4,32,ok/lauseM0158.txt
11,75,ok/lauseM0159.txt
4,29,ok/lauseM0160.txt
1,5,ok/lauseM0161.txt
6,28,ok/lauseM0162.txt
5,26,ok/lauseM0163.txt
2,13,ok/lauseM0164.txt
7,40,ok/lauseM0165.txt
11,67,ok/lauseM0166.txt
4,26,ok/lauseM0167.txt
9,59,ok/lauseM0168.txt
1,4,ok/lauseM0169.txt
12,84,ok/lauseM0170.txt
