test,item,score,speaker_name,speaker,rater,rater_gender,rater_age,speaker_wav
137,4,3,MOK,3338,3,F.r,65,04_M01_OK.wav
137,5,5,ENY,3337,3,F.r,65,05_E10_NY.wav
137,6,5,MJU,3335,3,F.r,65,06_M08_JU.wav
137,7,4,IOK,3339,3,F.r,65,07_I05_OK.wav
137,8,5,ENY,3337,3,F.r,65,08_E02_NY.wav
137,9,3,IJU,3340,3,F.r,65,09_I01_JU.wav
137,10,5,MOK,3338,3,F.r,65,10_M05_OK.wav
137,11,6,INY,3336,3,F.r,65,11_I08_NY.wav
137,12,3,MJU,3335,3,F.r,65,12_M13_JU.wav
137,13,4,EOK,3341,3,F.r,65,13_E02_OK.wav
137,14,5,MNY,3342,3,F.r,65,14_M05_NY.wav
137,15,4,EJU,3343,3,F.r,65,15_E10_JU.wav
137,16,3,MOK,3338,3,F.r,65,16_M13_OK.wav
137,17,6,ENY,3337,3,F.r,65,17_E01_NY.wav
137,18,3,IJU,3340,3,F.r,65,18_I08_JU.wav
137,19,2,EOK,3341,3,F.r,65,19_E01_OK.wav
137,20,3,MNY,3342,3,F.r,65,20_M10_NY.wav
137,21,5,EJU,3343,3,F.r,65,21_E02_JU.wav
137,22,2,IOK,3339,3,F.r,65,22_I01_OK.wav
137,23,5,MNY,3342,3,F.r,65,23_M08_NY.wav
137,24,4,MJU,3335,3,F.r,65,24_M02_JU.wav
137,25,6,EOK,3341,3,F.r,65,25_E05_OK.wav
137,26,5,INY,3336,3,F.r,65,26_I02_NY.wav
137,27,3,IJU,3340,3,F.r,65,27_I13_JU.wav
137,28,2,MOK,3338,3,F.r,65,28_M02_OK.wav
137,29,3,MNY,3342,3,F.r,65,29_M01_NY.wav
137,30,5,EJU,3343,3,F.r,65,30_E05_JU.wav
137,31,2,IOK,3339,3,F.r,65,31_I13_OK.wav
137,32,4,MNY,3342,3,F.r,65,32_M02_NY.wav
137,33,4,EJU,3343,3,F.r,65,33_E13_JU.wav
137,34,2,MOK,3338,3,F.r,65,34_M08_OK.wav
137,35,2,INY,3336,3,F.r,65,35_I10_NY.wav
137,36,4,EJU,3343,3,F.r,65,36_E01_JU.wav
137,37,2,MOK,3338,3,F.r,65,37_M10_OK.wav
137,38,6,ENY,3337,3,F.r,65,38_E08_NY.wav
137,39,6,MJU,3335,3,F.r,65,39_M05_JU.wav
137,40,5,EOK,3341,3,F.r,65,40_E13_OK.wav
137,41,3,INY,3336,3,F.r,65,41_I01_NY.wav
137,42,6,IJU,3340,3,F.r,65,42_I05_JU.wav
137,43,6,EOK,3341,3,F.r,65,43_E08_OK.wav
137,44,7,ENY,3337,3,F.r,65,44_E05_NY.wav
137,45,5,MJU,3335,3,F.r,65,45_M10_JU.wav
137,46,3,IOK,3339,3,F.r,65,46_I08_OK.wav
137,47,5,INY,3336,3,F.r,65,47_I13_NY.wav
137,48,3,IJU,3340,3,F.r,65,48_I02_JU.wav
137,49,3,EOK,3341,3,F.r,65,49_E10_OK.wav
137,50,7,INY,3336,3,F.r,65,50_I05_NY.wav
137,51,5,EJU,3343,3,F.r,65,51_E08_JU.wav
137,52,2,IOK,3339,3,F.r,65,52_I10_OK.wav
137,53,5,MNY,3342,3,F.r,65,53_M13_NY.wav
137,54,5,IJU,3340,3,F.r,65,54_I10_JU.wav
137,55,2,IOK,3339,3,F.r,65,55_I02_OK.wav
137,56,6,ENY,3337,3,F.r,65,56_E13_NY.wav
137,57,5,MJU,3335,3,F.r,65,57_M01_JU.wav
137,4,3,MOK,3338,18,F.r,48,04_M01_OK.wav
137,5,7,ENY,3337,18,F.r,48,05_E10_NY.wav
137,6,4,MJU,3335,18,F.r,48,06_M08_JU.wav
137,7,2,IOK,3339,18,F.r,48,07_I05_OK.wav
137,8,6,ENY,3337,18,F.r,48,08_E02_NY.wav
137,9,4,IJU,3340,18,F.r,48,09_I01_JU.wav
137,10,6,MOK,3338,18,F.r,48,10_M05_OK.wav
137,11,3,INY,3336,18,F.r,48,11_I08_NY.wav
137,12,3,MJU,3335,18,F.r,48,12_M13_JU.wav
137,13,5,EOK,3341,18,F.r,48,13_E02_OK.wav
137,14,6,MNY,3342,18,F.r,48,14_M05_NY.wav
137,15,7,EJU,3343,18,F.r,48,15_E10_JU.wav
137,16,3,MOK,3338,18,F.r,48,16_M13_OK.wav
137,17,7,ENY,3337,18,F.r,48,17_E01_NY.wav
137,18,2,IJU,3340,18,F.r,48,18_I08_JU.wav
137,19,4,EOK,3341,18,F.r,48,19_E01_OK.wav
137,20,4,MNY,3342,18,F.r,48,20_M10_NY.wav
137,21,7,EJU,3343,18,F.r,48,21_E02_JU.wav
137,22,1,IOK,3339,18,F.r,48,22_I01_OK.wav
137,23,4,MNY,3342,18,F.r,48,23_M08_NY.wav
137,24,4,MJU,3335,18,F.r,48,24_M02_JU.wav
137,25,2,EOK,3341,18,F.r,48,25_E05_OK.wav
137,26,2,INY,3336,18,F.r,48,26_I02_NY.wav
137,27,2,IJU,3340,18,F.r,48,27_I13_JU.wav
137,28,4,MOK,3338,18,F.r,48,28_M02_OK.wav
137,29,5,MNY,3342,18,F.r,48,29_M01_NY.wav
137,30,6,EJU,3343,18,F.r,48,30_E05_JU.wav
137,31,2,IOK,3339,18,F.r,48,31_I13_OK.wav
137,32,4,MNY,3342,18,F.r,48,32_M02_NY.wav
137,33,7,EJU,3343,18,F.r,48,33_E13_JU.wav
137,34,2,MOK,3338,18,F.r,48,34_M08_OK.wav
137,35,3,INY,3336,18,F.r,48,35_I10_NY.wav
137,36,7,EJU,3343,18,F.r,48,36_E01_JU.wav
137,37,3,MOK,3338,18,F.r,48,37_M10_OK.wav
137,38,7,ENY,3337,18,F.r,48,38_E08_NY.wav
137,39,3,MJU,3335,18,F.r,48,39_M05_JU.wav
137,40,7,EOK,3341,18,F.r,48,40_E13_OK.wav
137,41,2,INY,3336,18,F.r,48,41_I01_NY.wav
137,42,2,IJU,3340,18,F.r,48,42_I05_JU.wav
137,43,5,EOK,3341,18,F.r,48,43_E08_OK.wav
137,44,7,ENY,3337,18,F.r,48,44_E05_NY.wav
137,45,4,MJU,3335,18,F.r,48,45_M10_JU.wav
137,46,1,IOK,3339,18,F.r,48,46_I08_OK.wav
137,47,2,INY,3336,18,F.r,48,47_I13_NY.wav
137,48,1,IJU,3340,18,F.r,48,48_I02_JU.wav
137,49,4,EOK,3341,18,F.r,48,49_E10_OK.wav
137,50,4,INY,3336,18,F.r,48,50_I05_NY.wav
137,51,4,EJU,3343,18,F.r,48,51_E08_JU.wav
137,52,1,IOK,3339,18,F.r,48,52_I10_OK.wav
137,53,3,MNY,3342,18,F.r,48,53_M13_NY.wav
137,54,1,IJU,3340,18,F.r,48,54_I10_JU.wav
137,55,1,IOK,3339,18,F.r,48,55_I02_OK.wav
137,56,7,ENY,3337,18,F.r,48,56_E13_NY.wav
137,57,4,MJU,3335,18,F.r,48,57_M01_JU.wav
137,4,1,MOK,3338,55,F.r,38,04_M01_OK.wav
137,5,6,ENY,3337,55,F.r,38,05_E10_NY.wav
137,6,2,MJU,3335,55,F.r,38,06_M08_JU.wav
137,7,5,IOK,3339,55,F.r,38,07_I05_OK.wav
137,8,5,ENY,3337,55,F.r,38,08_E02_NY.wav
137,9,2,IJU,3340,55,F.r,38,09_I01_JU.wav
137,10,5,MOK,3338,55,F.r,38,10_M05_OK.wav
137,11,6,INY,3336,55,F.r,38,11_I08_NY.wav
137,12,2,MJU,3335,55,F.r,38,12_M13_JU.wav
137,13,6,EOK,3341,55,F.r,38,13_E02_OK.wav
137,14,2,MNY,3342,55,F.r,38,14_M05_NY.wav
137,15,6,EJU,3343,55,F.r,38,15_E10_JU.wav
137,16,1,MOK,3338,55,F.r,38,16_M13_OK.wav
137,17,6,ENY,3337,55,F.r,38,17_E01_NY.wav
137,18,2,IJU,3340,55,F.r,38,18_I08_JU.wav
137,19,1,EOK,3341,55,F.r,38,19_E01_OK.wav
137,20,5,MNY,3342,55,F.r,38,20_M10_NY.wav
137,21,4,EJU,3343,55,F.r,38,21_E02_JU.wav
137,22,6,IOK,3339,55,F.r,38,22_I01_OK.wav
137,23,1,MNY,3342,55,F.r,38,23_M08_NY.wav
137,24,4,MJU,3335,55,F.r,38,24_M02_JU.wav
137,25,1,EOK,3341,55,F.r,38,25_E05_OK.wav
137,26,7,INY,3336,55,F.r,38,26_I02_NY.wav
137,27,7,IJU,3340,55,F.r,38,27_I13_JU.wav
137,28,2,MOK,3338,55,F.r,38,28_M02_OK.wav
137,29,4,MNY,3342,55,F.r,38,29_M01_NY.wav
137,30,4,EJU,3343,55,F.r,38,30_E05_JU.wav
137,31,6,IOK,3339,55,F.r,38,31_I13_OK.wav
137,32,6,MNY,3342,55,F.r,38,32_M02_NY.wav
137,33,1,EJU,3343,55,F.r,38,33_E13_JU.wav
137,34,1,MOK,3338,55,F.r,38,34_M08_OK.wav
137,35,7,INY,3336,55,F.r,38,35_I10_NY.wav
137,36,1,EJU,3343,55,F.r,38,36_E01_JU.wav
137,37,4,MOK,3338,55,F.r,38,37_M10_OK.wav
137,38,3,ENY,3337,55,F.r,38,38_E08_NY.wav
137,39,2,MJU,3335,55,F.r,38,39_M05_JU.wav
137,40,6,EOK,3341,55,F.r,38,40_E13_OK.wav
137,41,6,INY,3336,55,F.r,38,41_I01_NY.wav
137,42,4,IJU,3340,55,F.r,38,42_I05_JU.wav
137,43,1,EOK,3341,55,F.r,38,43_E08_OK.wav
137,44,5,ENY,3337,55,F.r,38,44_E05_NY.wav
137,45,2,MJU,3335,55,F.r,38,45_M10_JU.wav
137,46,1,IOK,3339,55,F.r,38,46_I08_OK.wav
137,47,6,INY,3336,55,F.r,38,47_I13_NY.wav
137,48,5,IJU,3340,55,F.r,38,48_I02_JU.wav
137,49,5,EOK,3341,55,F.r,38,49_E10_OK.wav
137,50,7,INY,3336,55,F.r,38,50_I05_NY.wav
137,51,1,EJU,3343,55,F.r,38,51_E08_JU.wav
137,52,2,IOK,3339,55,F.r,38,52_I10_OK.wav
137,53,1,MNY,3342,55,F.r,38,53_M13_NY.wav
137,54,4,IJU,3340,55,F.r,38,54_I10_JU.wav
137,55,4,IOK,3339,55,F.r,38,55_I02_OK.wav
137,56,6,ENY,3337,55,F.r,38,56_E13_NY.wav
137,57,4,MJU,3335,55,F.r,38,57_M01_JU.wav
137,4,4,MOK,3338,237,F.r,44,04_M01_OK.wav
137,5,6,ENY,3337,237,F.r,44,05_E10_NY.wav
137,6,4,MJU,3335,237,F.r,44,06_M08_JU.wav
137,7,2,IOK,3339,237,F.r,44,07_I05_OK.wav
137,8,6,ENY,3337,237,F.r,44,08_E02_NY.wav
137,9,2,IJU,3340,237,F.r,44,09_I01_JU.wav
137,10,6,MOK,3338,237,F.r,44,10_M05_OK.wav
137,11,1,INY,3336,237,F.r,44,11_I08_NY.wav
137,12,4,MJU,3335,237,F.r,44,12_M13_JU.wav
137,13,4,EOK,3341,237,F.r,44,13_E02_OK.wav
137,14,3,MNY,3342,237,F.r,44,14_M05_NY.wav
137,15,5,EJU,3343,237,F.r,44,15_E10_JU.wav
137,16,5,MOK,3338,237,F.r,44,16_M13_OK.wav
137,17,6,ENY,3337,237,F.r,44,17_E01_NY.wav
137,18,3,IJU,3340,237,F.r,44,18_I08_JU.wav
137,19,1,EOK,3341,237,F.r,44,19_E01_OK.wav
137,20,3,MNY,3342,237,F.r,44,20_M10_NY.wav
137,21,6,EJU,3343,237,F.r,44,21_E02_JU.wav
137,22,1,IOK,3339,237,F.r,44,22_I01_OK.wav
137,23,6,MNY,3342,237,F.r,44,23_M08_NY.wav
137,24,2,MJU,3335,237,F.r,44,24_M02_JU.wav
137,25,1,EOK,3341,237,F.r,44,25_E05_OK.wav
137,26,1,INY,3336,237,F.r,44,26_I02_NY.wav
137,27,2,IJU,3340,237,F.r,44,27_I13_JU.wav
137,28,4,MOK,3338,237,F.r,44,28_M02_OK.wav
137,29,5,MNY,3342,237,F.r,44,29_M01_NY.wav
137,30,6,EJU,3343,237,F.r,44,30_E05_JU.wav
137,31,1,IOK,3339,237,F.r,44,31_I13_OK.wav
137,32,2,MNY,3342,237,F.r,44,32_M02_NY.wav
137,33,4,EJU,3343,237,F.r,44,33_E13_JU.wav
137,34,3,MOK,3338,237,F.r,44,34_M08_OK.wav
137,35,1,INY,3336,237,F.r,44,35_I10_NY.wav
137,36,5,EJU,3343,237,F.r,44,36_E01_JU.wav
137,37,3,MOK,3338,237,F.r,44,37_M10_OK.wav
137,38,4,ENY,3337,237,F.r,44,38_E08_NY.wav
137,39,2,MJU,3335,237,F.r,44,39_M05_JU.wav
137,40,6,EOK,3341,237,F.r,44,40_E13_OK.wav
137,41,2,INY,3336,237,F.r,44,41_I01_NY.wav
137,42,2,IJU,3340,237,F.r,44,42_I05_JU.wav
137,43,4,EOK,3341,237,F.r,44,43_E08_OK.wav
137,44,7,ENY,3337,237,F.r,44,44_E05_NY.wav
137,45,4,MJU,3335,237,F.r,44,45_M10_JU.wav
137,46,1,IOK,3339,237,F.r,44,46_I08_OK.wav
137,47,1,INY,3336,237,F.r,44,47_I13_NY.wav
137,48,1,IJU,3340,237,F.r,44,48_I02_JU.wav
137,49,5,EOK,3341,237,F.r,44,49_E10_OK.wav
137,50,1,INY,3336,237,F.r,44,50_I05_NY.wav
137,51,3,EJU,3343,237,F.r,44,51_E08_JU.wav
137,52,2,IOK,3339,237,F.r,44,52_I10_OK.wav
137,53,2,MNY,3342,237,F.r,44,53_M13_NY.wav
137,54,2,IJU,3340,237,F.r,44,54_I10_JU.wav
137,55,1,IOK,3339,237,F.r,44,55_I02_OK.wav
137,56,7,ENY,3337,237,F.r,44,56_E13_NY.wav
137,57,4,MJU,3335,237,F.r,44,57_M01_JU.wav
137,4,3,MOK,3338,405,F.r,37,04_M01_OK.wav
137,5,7,ENY,3337,405,F.r,37,05_E10_NY.wav
137,6,5,MJU,3335,405,F.r,37,06_M08_JU.wav
137,7,7,IOK,3339,405,F.r,37,07_I05_OK.wav
137,8,6,ENY,3337,405,F.r,37,08_E02_NY.wav
137,9,5,IJU,3340,405,F.r,37,09_I01_JU.wav
137,10,5,MOK,3338,405,F.r,37,10_M05_OK.wav
137,11,7,INY,3336,405,F.r,37,11_I08_NY.wav
137,12,4,MJU,3335,405,F.r,37,12_M13_JU.wav
137,13,6,EOK,3341,405,F.r,37,13_E02_OK.wav
137,14,2,MNY,3342,405,F.r,37,14_M05_NY.wav
137,15,7,EJU,3343,405,F.r,37,15_E10_JU.wav
137,16,5,MOK,3338,405,F.r,37,16_M13_OK.wav
137,17,3,ENY,3337,405,F.r,37,17_E01_NY.wav
137,18,5,IJU,3340,405,F.r,37,18_I08_JU.wav
137,19,2,EOK,3341,405,F.r,37,19_E01_OK.wav
137,20,1,MNY,3342,405,F.r,37,20_M10_NY.wav
137,21,5,EJU,3343,405,F.r,37,21_E02_JU.wav
137,22,4,IOK,3339,405,F.r,37,22_I01_OK.wav
137,23,1,MNY,3342,405,F.r,37,23_M08_NY.wav
137,24,4,MJU,3335,405,F.r,37,24_M02_JU.wav
137,25,1,EOK,3341,405,F.r,37,25_E05_OK.wav
137,26,5,INY,3336,405,F.r,37,26_I02_NY.wav
137,27,6,IJU,3340,405,F.r,37,27_I13_JU.wav
137,28,3,MOK,3338,405,F.r,37,28_M02_OK.wav
137,29,1,MNY,3342,405,F.r,37,29_M01_NY.wav
137,30,7,EJU,3343,405,F.r,37,30_E05_JU.wav
137,31,5,IOK,3339,405,F.r,37,31_I13_OK.wav
137,32,1,MNY,3342,405,F.r,37,32_M02_NY.wav
137,33,5,EJU,3343,405,F.r,37,33_E13_JU.wav
137,34,3,MOK,3338,405,F.r,37,34_M08_OK.wav
137,35,3,INY,3336,405,F.r,37,35_I10_NY.wav
137,36,2,EJU,3343,405,F.r,37,36_E01_JU.wav
137,37,2,MOK,3338,405,F.r,37,37_M10_OK.wav
137,38,6,ENY,3337,405,F.r,37,38_E08_NY.wav
137,39,4,MJU,3335,405,F.r,37,39_M05_JU.wav
137,40,7,EOK,3341,405,F.r,37,40_E13_OK.wav
137,41,3,INY,3336,405,F.r,37,41_I01_NY.wav
137,42,5,IJU,3340,405,F.r,37,42_I05_JU.wav
137,43,3,EOK,3341,405,F.r,37,43_E08_OK.wav
137,44,6,ENY,3337,405,F.r,37,44_E05_NY.wav
137,45,2,MJU,3335,405,F.r,37,45_M10_JU.wav
137,46,1,IOK,3339,405,F.r,37,46_I08_OK.wav
137,47,3,INY,3336,405,F.r,37,47_I13_NY.wav
137,48,3,IJU,3340,405,F.r,37,48_I02_JU.wav
137,49,4,EOK,3341,405,F.r,37,49_E10_OK.wav
137,50,5,INY,3336,405,F.r,37,50_I05_NY.wav
137,51,5,EJU,3343,405,F.r,37,51_E08_JU.wav
137,52,3,IOK,3339,405,F.r,37,52_I10_OK.wav
137,53,1,MNY,3342,405,F.r,37,53_M13_NY.wav
137,54,3,IJU,3340,405,F.r,37,54_I10_JU.wav
137,55,3,IOK,3339,405,F.r,37,55_I02_OK.wav
137,56,7,ENY,3337,405,F.r,37,56_E13_NY.wav
137,57,3,MJU,3335,405,F.r,37,57_M01_JU.wav
137,4,4,MOK,3338,919,M.r,65,04_M01_OK.wav
137,5,5,ENY,3337,919,M.r,65,05_E10_NY.wav
137,6,4,MJU,3335,919,M.r,65,06_M08_JU.wav
137,7,3,IOK,3339,919,M.r,65,07_I05_OK.wav
137,8,3,ENY,3337,919,M.r,65,08_E02_NY.wav
137,9,4,IJU,3340,919,M.r,65,09_I01_JU.wav
137,10,6,MOK,3338,919,M.r,65,10_M05_OK.wav
137,11,4,INY,3336,919,M.r,65,11_I08_NY.wav
137,12,4,MJU,3335,919,M.r,65,12_M13_JU.wav
137,13,6,EOK,3341,919,M.r,65,13_E02_OK.wav
137,14,5,MNY,3342,919,M.r,65,14_M05_NY.wav
137,15,6,EJU,3343,919,M.r,65,15_E10_JU.wav
137,16,4,MOK,3338,919,M.r,65,16_M13_OK.wav
137,17,3,ENY,3337,919,M.r,65,17_E01_NY.wav
137,18,5,IJU,3340,919,M.r,65,18_I08_JU.wav
137,19,4,EOK,3341,919,M.r,65,19_E01_OK.wav
137,20,5,MNY,3342,919,M.r,65,20_M10_NY.wav
137,21,6,EJU,3343,919,M.r,65,21_E02_JU.wav
137,22,4,IOK,3339,919,M.r,65,22_I01_OK.wav
137,23,4,MNY,3342,919,M.r,65,23_M08_NY.wav
137,24,5,MJU,3335,919,M.r,65,24_M02_JU.wav
137,25,2,EOK,3341,919,M.r,65,25_E05_OK.wav
137,26,6,INY,3336,919,M.r,65,26_I02_NY.wav
137,27,5,IJU,3340,919,M.r,65,27_I13_JU.wav
137,28,3,MOK,3338,919,M.r,65,28_M02_OK.wav
137,29,4,MNY,3342,919,M.r,65,29_M01_NY.wav
137,30,4,EJU,3343,919,M.r,65,30_E05_JU.wav
137,31,4,IOK,3339,919,M.r,65,31_I13_OK.wav
137,32,3,MNY,3342,919,M.r,65,32_M02_NY.wav
137,33,3,EJU,3343,919,M.r,65,33_E13_JU.wav
137,34,5,MOK,3338,919,M.r,65,34_M08_OK.wav
137,35,4,INY,3336,919,M.r,65,35_I10_NY.wav
137,36,4,EJU,3343,919,M.r,65,36_E01_JU.wav
137,37,3,MOK,3338,919,M.r,65,37_M10_OK.wav
137,38,4,ENY,3337,919,M.r,65,38_E08_NY.wav
137,39,5,MJU,3335,919,M.r,65,39_M05_JU.wav
137,40,2,EOK,3341,919,M.r,65,40_E13_OK.wav
137,41,5,INY,3336,919,M.r,65,41_I01_NY.wav
137,42,4,IJU,3340,919,M.r,65,42_I05_JU.wav
137,43,4,EOK,3341,919,M.r,65,43_E08_OK.wav
137,44,6,ENY,3337,919,M.r,65,44_E05_NY.wav
137,45,3,MJU,3335,919,M.r,65,45_M10_JU.wav
137,46,3,IOK,3339,919,M.r,65,46_I08_OK.wav
137,47,5,INY,3336,919,M.r,65,47_I13_NY.wav
137,48,5,IJU,3340,919,M.r,65,48_I02_JU.wav
137,49,5,EOK,3341,919,M.r,65,49_E10_OK.wav
137,50,5,INY,3336,919,M.r,65,50_I05_NY.wav
137,51,3,EJU,3343,919,M.r,65,51_E08_JU.wav
137,52,4,IOK,3339,919,M.r,65,52_I10_OK.wav
137,53,3,MNY,3342,919,M.r,65,53_M13_NY.wav
137,54,5,IJU,3340,919,M.r,65,54_I10_JU.wav
137,55,3,IOK,3339,919,M.r,65,55_I02_OK.wav
137,56,4,ENY,3337,919,M.r,65,56_E13_NY.wav
137,57,5,MJU,3335,919,M.r,65,57_M01_JU.wav
137,4,3,MOK,3338,921,M.r,0,04_M01_OK.wav
137,5,6,ENY,3337,921,M.r,0,05_E10_NY.wav
137,6,5,MJU,3335,921,M.r,0,06_M08_JU.wav
137,7,3,IOK,3339,921,M.r,0,07_I05_OK.wav
137,8,6,ENY,3337,921,M.r,0,08_E02_NY.wav
137,9,3,IJU,3340,921,M.r,0,09_I01_JU.wav
137,10,3,MOK,3338,921,M.r,0,10_M05_OK.wav
137,11,3,INY,3336,921,M.r,0,11_I08_NY.wav
137,12,3,MJU,3335,921,M.r,0,12_M13_JU.wav
137,13,5,EOK,3341,921,M.r,0,13_E02_OK.wav
137,14,4,MNY,3342,921,M.r,0,14_M05_NY.wav
137,15,5,EJU,3343,921,M.r,0,15_E10_JU.wav
137,16,3,MOK,3338,921,M.r,0,16_M13_OK.wav
137,17,5,ENY,3337,921,M.r,0,17_E01_NY.wav
137,18,3,IJU,3340,921,M.r,0,18_I08_JU.wav
137,19,2,EOK,3341,921,M.r,0,19_E01_OK.wav
137,20,4,MNY,3342,921,M.r,0,20_M10_NY.wav
137,21,6,EJU,3343,921,M.r,0,21_E02_JU.wav
137,22,2,IOK,3339,921,M.r,0,22_I01_OK.wav
137,23,5,MNY,3342,921,M.r,0,23_M08_NY.wav
137,24,5,MJU,3335,921,M.r,0,24_M02_JU.wav
137,25,1,EOK,3341,921,M.r,0,25_E05_OK.wav
137,26,4,INY,3336,921,M.r,0,26_I02_NY.wav
137,27,3,IJU,3340,921,M.r,0,27_I13_JU.wav
137,28,2,MOK,3338,921,M.r,0,28_M02_OK.wav
137,29,2,MNY,3342,921,M.r,0,29_M01_NY.wav
137,30,5,EJU,3343,921,M.r,0,30_E05_JU.wav
137,31,2,IOK,3339,921,M.r,0,31_I13_OK.wav
137,32,4,MNY,3342,921,M.r,0,32_M02_NY.wav
137,33,3,EJU,3343,921,M.r,0,33_E13_JU.wav
137,34,3,MOK,3338,921,M.r,0,34_M08_OK.wav
137,35,3,INY,3336,921,M.r,0,35_I10_NY.wav
137,36,6,EJU,3343,921,M.r,0,36_E01_JU.wav
137,37,2,MOK,3338,921,M.r,0,37_M10_OK.wav
137,38,6,ENY,3337,921,M.r,0,38_E08_NY.wav
137,39,4,MJU,3335,921,M.r,0,39_M05_JU.wav
137,40,3,EOK,3341,921,M.r,0,40_E13_OK.wav
137,41,3,INY,3336,921,M.r,0,41_I01_NY.wav
137,42,3,IJU,3340,921,M.r,0,42_I05_JU.wav
137,43,4,EOK,3341,921,M.r,0,43_E08_OK.wav
137,44,4,ENY,3337,921,M.r,0,44_E05_NY.wav
137,45,3,MJU,3335,921,M.r,0,45_M10_JU.wav
137,46,2,IOK,3339,921,M.r,0,46_I08_OK.wav
137,47,3,INY,3336,921,M.r,0,47_I13_NY.wav
137,48,3,IJU,3340,921,M.r,0,48_I02_JU.wav
137,49,2,EOK,3341,921,M.r,0,49_E10_OK.wav
137,50,3,INY,3336,921,M.r,0,50_I05_NY.wav
137,51,4,EJU,3343,921,M.r,0,51_E08_JU.wav
137,52,1,IOK,3339,921,M.r,0,52_I10_OK.wav
137,53,5,MNY,3342,921,M.r,0,53_M13_NY.wav
137,54,3,IJU,3340,921,M.r,0,54_I10_JU.wav
137,55,1,IOK,3339,921,M.r,0,55_I02_OK.wav
137,56,6,ENY,3337,921,M.r,0,56_E13_NY.wav
137,57,5,MJU,3335,921,M.r,0,57_M01_JU.wav
137,4,3,MOK,3338,939,M.r,0,04_M01_OK.wav
137,5,6,ENY,3337,939,M.r,0,05_E10_NY.wav
137,6,5,MJU,3335,939,M.r,0,06_M08_JU.wav
137,7,4,IOK,3339,939,M.r,0,07_I05_OK.wav
137,8,6,ENY,3337,939,M.r,0,08_E02_NY.wav
137,9,4,IJU,3340,939,M.r,0,09_I01_JU.wav
137,10,6,MOK,3338,939,M.r,0,10_M05_OK.wav
137,11,5,INY,3336,939,M.r,0,11_I08_NY.wav
137,12,5,MJU,3335,939,M.r,0,12_M13_JU.wav
137,13,6,EOK,3341,939,M.r,0,13_E02_OK.wav
137,14,5,MNY,3342,939,M.r,0,14_M05_NY.wav
137,15,5,EJU,3343,939,M.r,0,15_E10_JU.wav
137,16,4,MOK,3338,939,M.r,0,16_M13_OK.wav
137,17,5,ENY,3337,939,M.r,0,17_E01_NY.wav
137,18,5,IJU,3340,939,M.r,0,18_I08_JU.wav
137,19,5,EOK,3341,939,M.r,0,19_E01_OK.wav
137,20,4,MNY,3342,939,M.r,0,20_M10_NY.wav
137,21,5,EJU,3343,939,M.r,0,21_E02_JU.wav
137,22,3,IOK,3339,939,M.r,0,22_I01_OK.wav
137,23,4,MNY,3342,939,M.r,0,23_M08_NY.wav
137,24,5,MJU,3335,939,M.r,0,24_M02_JU.wav
137,25,2,EOK,3341,939,M.r,0,25_E05_OK.wav
137,26,6,INY,3336,939,M.r,0,26_I02_NY.wav
137,27,4,IJU,3340,939,M.r,0,27_I13_JU.wav
137,28,4,MOK,3338,939,M.r,0,28_M02_OK.wav
137,29,3,MNY,3342,939,M.r,0,29_M01_NY.wav
137,30,5,EJU,3343,939,M.r,0,30_E05_JU.wav
137,31,4,IOK,3339,939,M.r,0,31_I13_OK.wav
137,32,5,MNY,3342,939,M.r,0,32_M02_NY.wav
137,33,4,EJU,3343,939,M.r,0,33_E13_JU.wav
137,34,3,MOK,3338,939,M.r,0,34_M08_OK.wav
137,35,4,INY,3336,939,M.r,0,35_I10_NY.wav
137,36,6,EJU,3343,939,M.r,0,36_E01_JU.wav
137,37,4,MOK,3338,939,M.r,0,37_M10_OK.wav
137,38,5,ENY,3337,939,M.r,0,38_E08_NY.wav
137,39,4,MJU,3335,939,M.r,0,39_M05_JU.wav
137,40,3,EOK,3341,939,M.r,0,40_E13_OK.wav
137,41,4,INY,3336,939,M.r,0,41_I01_NY.wav
137,42,4,IJU,3340,939,M.r,0,42_I05_JU.wav
137,43,4,EOK,3341,939,M.r,0,43_E08_OK.wav
137,44,4,ENY,3337,939,M.r,0,44_E05_NY.wav
137,45,5,MJU,3335,939,M.r,0,45_M10_JU.wav
137,46,2,IOK,3339,939,M.r,0,46_I08_OK.wav
137,47,4,INY,3336,939,M.r,0,47_I13_NY.wav
137,48,5,IJU,3340,939,M.r,0,48_I02_JU.wav
137,49,2,EOK,3341,939,M.r,0,49_E10_OK.wav
137,50,4,INY,3336,939,M.r,0,50_I05_NY.wav
137,51,3,EJU,3343,939,M.r,0,51_E08_JU.wav
137,52,2,IOK,3339,939,M.r,0,52_I10_OK.wav
137,53,3,MNY,3342,939,M.r,0,53_M13_NY.wav
137,54,5,IJU,3340,939,M.r,0,54_I10_JU.wav
137,55,4,IOK,3339,939,M.r,0,55_I02_OK.wav
137,56,5,ENY,3337,939,M.r,0,56_E13_NY.wav
137,57,6,MJU,3335,939,M.r,0,57_M01_JU.wav
